Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-3656535,"TGFBR1 LBD Mutants in Cancer",1,4,0,0,2.7506532801540364E-4,0.02278738960042581,0.47853518160894204,1,1,7.39863865048831E-5,9606,Homo sapiens,"P62942","",,,"R-HSA-3656382"
R-HSA-8957275,"Post-translational protein phosphorylation",3,109,0,0,0.00749553018841975,0.02561649667443744,0.5123299334887488,1,1,7.39863865048831E-5,9606,Homo sapiens,"Q8NBP7;P23327;P05067","",,,"R-HSA-8952289"
R-HSA-163615,"PKA activation",2,23,1,25,0.001581625636088571,0.02818072578051911,0.5636145156103822,4,4,2.959455460195324E-4,9606,Homo sapiens,"P17612;P0DP23","P17612;P0DP23",P17612,P13861,"R-HSA-111925;R-HSA-8951727;R-HSA-111930;R-HSA-9668558"
R-HSA-9664323,"FCGR3A-mediated IL10 synthesis",5,141,5,161,0.00969605281254298,0.03006108289756504,0.5711605750537357,15,20,0.001479727730097662,9606,Homo sapiens,"P17612;Q14643;P0DP23;P06241;Q14571","P17612;Q14643;P0DP23;P06241;Q14571",P12814;P20073;O00141;P05067;P05556,18348;P43405;16618;P16220,"R-HSA-9664275;R-HSA-9664273;R-HSA-202407;R-HSA-9664278;R-HSA-8951727;R-HSA-111919;R-HSA-74448;R-HSA-169683;R-HSA-169680;R-HSA-111925;R-HSA-111924;R-HSA-9664261;R-HSA-111930;R-HSA-9664271;R-HSA-9664332"
R-HSA-442720,"CREB1 phosphorylation through the activation of Adenylate Cyclase",2,17,1,33,0.0011690276440654655,0.03170934367418976,0.5799309842875013,6,6,4.439183190292986E-4,9606,Homo sapiens,"P17612;P0DP23","P17612;P0DP23",O00141,P16220,"R-HSA-111925;R-HSA-111924;R-HSA-8951727;R-HSA-442715;R-HSA-9617535;R-HSA-111919"
R-HSA-9656223,"Signaling by RAF1 mutants",2,49,0,0,0.003369550268188695,0.03292236198336984,0.5799309842875013,1,7,5.179047055341817E-4,9606,Homo sapiens,"P0DP23;Q13557","",,,"R-HSA-9656212"
R-HSA-111996,"Ca-dependent events",4,48,3,167,0.003300783936184844,0.03388273882544546,0.5799309842875013,22,27,0.0019976324356318436,9606,Homo sapiens,"P17612;P0DP23;P17252;Q13557","P17612;P0DP23;P17252;Q13557",P17612;O00141;P05067,P25098;P28482;P16220;P13861,"R-HSA-9618834;R-HSA-442725;R-HSA-111970;R-HSA-8951727;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-111916;R-HSA-111919;R-HSA-74448;R-HSA-111925;R-HSA-111924;R-HSA-111956;R-HSA-111930;R-HSA-442749;R-HSA-111898;R-HSA-9668558;R-HSA-9617583;R-HSA-9618863;R-HSA-444792;R-HSA-111966"
R-HSA-114508,"Effects of PIP2 hydrolysis",2,40,0,10,0.0027506532801540367,0.03415337561936915,0.5799309842875013,2,9,6.658774785439479E-4,9606,Homo sapiens,"Q14643;Q14571","",,,"R-HSA-139941;R-HSA-139854"
R-HSA-438064,"Post NMDA receptor activation events",5,96,5,221,0.006601567872369688,0.034696132610533614,0.5799309842875013,32,39,0.002885469073690441,9606,Homo sapiens,"P17612;Q14957;P0DP23;P35609;Q13557","P17612;Q14957;P0DP23;P35609;Q13557",P0DP23;P0DP25;P0DP24;P12814;O00141;P06241;O00499,P12931;P10636-8;P16220,"R-HSA-9618834;R-HSA-9619478;R-HSA-9619542;R-HSA-9619355;R-HSA-442760;R-HSA-9619783;R-HSA-9619214;R-HSA-442715;R-HSA-9619376;R-HSA-442724;R-HSA-442725;R-HSA-8951727;R-HSA-9619125;R-HSA-9612085;R-HSA-111913;R-HSA-9618811;R-HSA-111912;R-HSA-9619515;R-HSA-442732;R-HSA-111915;R-HSA-9618750;R-HSA-9617535;R-HSA-111919;R-HSA-445367;R-HSA-9618785;R-HSA-111925;R-HSA-111924;R-HSA-9619367;R-HSA-442749;R-HSA-9617583;R-HSA-9618863;R-HSA-444792"
R-HSA-9662360,"Sensory processing of sound by inner hair cells of the cochlea",3,76,1,47,0.00522624123229267,0.03476092500166128,0.5799309842875013,3,7,5.179047055341817E-4,9606,Homo sapiens,"Q16623;Q08289;Q12791","Q16623;Q08289;Q12791",Q13936,Q9NZU7,"R-HSA-9667761;R-HSA-9662096;R-HSA-9659515"
R-HSA-109582,"Hemostasis",21,801,21,1745,0.055081831935084584,0.036344557457336224,0.5799309842875013,79,334,0.024711453092630956,9606,Homo sapiens,"P05556;Q96D31;Q14643;Q13586;P30626;P32418;P0DP23;P29475;P35609;P12814;P16615;Q03135;P17612;P11021;P17252;P06241;Q14571;P56373;P23634;P05067;Q12791","P05556;Q96D31;Q14643;Q13586;P30626;P32418;P0DP23;P29475;P35609;P12814;P16615;Q03135;P17612;P11021;P17252;P06241;Q14571;P56373;P23634;P05067;Q12791",P30626;Q13936;P0DP23;P62258;P0DP25;P49810;P11021;P0DP24;P49768;P11532;P06241;Q16623;Q9UKS6;Q14957;P06241;P05067;P49768;P12814;Q03135;P20073;P05067;P05556;P17252,P04049;P56945;16618;P06241;Q07889;Q9Y490;Q9HCN6;Q03135;Q06124;P06729;P00748;P00749;P07948;P30626;P19174;P62937;P29350;28815;P21333;P29353;P24941;P49407;P07225;Q9NRD5;18348;P43405;Q00535;P18031;P00734;P32121;P52735;P35613;Q12846;P11021;P00519,"R-HSA-443910;R-HSA-114689;R-HSA-114563;R-HSA-418436;R-HSA-418309;R-HSA-204549;R-HSA-354060;R-HSA-434700;R-HSA-418442;R-HSA-429449;R-HSA-114577;R-HSA-204434;R-HSA-5604929;R-HSA-430096;R-HSA-5684801;R-HSA-210974;R-HSA-140700;R-HSA-432295;R-HSA-419490;R-HSA-139941;R-HSA-443439;R-HSA-114600;R-HSA-437932;R-HSA-437162;R-HSA-418091;R-HSA-377643;R-HSA-2316429;R-HSA-443831;R-HSA-204465;R-HSA-354097;R-HSA-442291;R-HSA-453183;R-HSA-425661;R-HSA-418365;R-HSA-204600;R-HSA-204861;R-HSA-139842;R-HSA-8858435;R-HSA-1013833;R-HSA-204485;R-HSA-204873;R-HSA-992708;R-HSA-434637;R-HSA-139854;R-HSA-139855;R-HSA-434633;R-HSA-202706;R-HSA-482772;R-HSA-453200;R-HSA-204500;R-HSA-375133;R-HSA-202714;R-HSA-375135;R-HSA-375131;R-HSA-351323;R-HSA-202723;R-HSA-429415;R-HSA-372705;R-HSA-432096;R-HSA-210277;R-HSA-434798;R-HSA-481007;R-HSA-210283;R-HSA-210282;R-HSA-204392;R-HSA-158313;R-HSA-158959;R-HSA-9679740;R-HSA-354165;R-HSA-210291;R-HSA-418549;R-HSA-210294;R-HSA-1013881;R-HSA-437118;R-HSA-114553;R-HSA-418172;R-HSA-114683;R-HSA-140664;R-HSA-114684"
R-HSA-1296071,"Potassium Channels",3,107,1,22,0.0073579975244120474,0.03838401313588413,0.5799309842875013,4,19,0.0014057413435927789,9606,Homo sapiens,"O14649;P22460;Q12791","O14649;P22460;Q12791",P0DP23;P0DP25;P0DP24,O15554,"R-HSA-1296035;R-HSA-1299318;R-HSA-1296037;R-HSA-1296127"
R-HSA-163358,"PKA-mediated phosphorylation of key metabolic factors",1,7,0,0,4.813643240269564E-4,0.03953919201221201,0.5799309842875013,3,5,3.699319325244155E-4,9606,Homo sapiens,"P17612","",,,"R-HSA-163672;R-HSA-163676;R-HSA-163773"
R-HSA-3656534,"Loss of Function of TGFBR1 in Cancer",1,7,0,0,4.813643240269564E-4,0.03953919201221201,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"P62942","",,,"R-HSA-3656382"
R-HSA-6794361,"Neurexins and neuroligins",3,60,1,74,0.004125979920231055,0.04064688826769014,0.5799309842875013,15,19,0.0014057413435927789,9606,Homo sapiens,"Q14957;Q16623;Q9ULB1","Q14957;Q16623;Q9ULB1",Q14957,Q9UJU6,"R-HSA-6794338;R-HSA-6794336;R-HSA-6797568;R-HSA-6794349;R-HSA-6794348;R-HSA-6794346;R-HSA-6794345;R-HSA-6794344;R-HSA-6797974;R-HSA-6794357;R-HSA-6794356;R-HSA-6794354;R-HSA-6797554;R-HSA-6794353;R-HSA-6794352"
R-HSA-9659379,"Sensory processing of sound",3,87,1,47,0.0059826708843350295,0.04297594857528941,0.5799309842875013,4,13,9.618230245634804E-4,9606,Homo sapiens,"Q16623;Q08289;Q12791","Q16623;Q08289;Q12791",Q13936,Q9NZU7,"R-HSA-9667809;R-HSA-9667761;R-HSA-9662096;R-HSA-9659515"
R-HSA-5673000,"RAF activation",2,41,0,16,0.0028194196121578874,0.043254179111114954,0.5799309842875013,1,12,8.878366380585972E-4,9606,Homo sapiens,"P0DP23;Q13557","",,,"R-HSA-5672969"
R-HSA-5576894,"Phase 1 - inactivation of fast Na+ channels",1,8,0,0,5.501306560308073E-4,0.04505957409582695,0.5799309842875013,1,1,7.39863865048831E-5,9606,Homo sapiens,"Q9NS61","",,,"R-HSA-5577234"
R-HSA-428559,"Proton-coupled neutral amino acid transporters",0,6,1,2,4.125979920231055E-4,0.04505957409582695,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"","",P05067,Q7Z2H8,"R-HSA-375417"
R-HSA-3371571,"HSF1-dependent transactivation",2,59,0,1,0.0040572135882272035,0.04740080111822942,0.5799309842875013,2,8,5.918910920390648E-4,9606,Homo sapiens,"Q13557;Q02790","",,,"R-HSA-5324617;R-HSA-5082387"
R-HSA-5620916,"VxPx cargo-targeting to cilium",2,25,0,39,0.0017191583000962728,0.050242769607182325,0.5799309842875013,9,10,7.39863865048831E-4,9606,Homo sapiens,"Q13563;P98161","",,,"R-HSA-5623525;R-HSA-5623524;R-HSA-5623527;R-HSA-5620918;R-HSA-5623521;R-HSA-5620914;R-HSA-5623519;R-HSA-5623513;R-HSA-5620921"
R-HSA-1307965,"betaKlotho-mediated ligand binding",0,6,1,3,4.125979920231055E-4,0.050548479400852275,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"","",P05067,28815,"R-HSA-1307955"
R-HSA-9017802,"Noncanonical activation of NOTCH3",2,8,0,57,5.501306560308073E-4,0.053144729174480876,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"P49810;P49768","",,,"R-HSA-9017817"
R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",2,32,0,35,0.002200522624123229,0.05461766586182004,0.5799309842875013,1,6,4.439183190292986E-4,9606,Homo sapiens,"Q13936;Q08289","",,,"R-HSA-400046"
R-HSA-8875513,"MET interacts with TNS proteins",1,5,0,5,3.438316600192546E-4,0.05600608596617063,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"P05556","",,,"R-HSA-8875531"
R-HSA-190374,"FGFR1c and Klotho ligand binding and activation",0,7,1,3,4.813643240269564E-4,0.05600608596617063,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"","",P05067,28815,"R-HSA-190268"
R-HSA-390651,"Dopamine receptors",1,6,1,5,4.125979920231055E-4,0.05600608596617063,0.5799309842875013,1,3,2.219591595146493E-4,9606,Homo sapiens,"P14416","P14416",P14416,P14416,"R-HSA-9656244"
R-HSA-111931,"PKA-mediated phosphorylation of CREB",2,26,2,44,0.0017879246321001237,0.056104956517603055,0.5799309842875013,7,7,5.179047055341817E-4,9606,Homo sapiens,"P17612;P0DP23","P17612;P0DP23",P17612;O00141,P16220;P13861,"R-HSA-111925;R-HSA-111924;R-HSA-8951727;R-HSA-111930;R-HSA-9668558;R-HSA-111916;R-HSA-111919"
R-HSA-9036866,"Expression and Processing of Neurotrophins",0,5,1,6,3.438316600192546E-4,0.06143257083178233,0.5799309842875013,2,5,3.699319325244155E-4,9606,Homo sapiens,"","",P05067,P01138,"R-HSA-167047;R-HSA-187045"
R-HSA-167060,"NGF processing",0,5,1,6,3.438316600192546E-4,0.06143257083178233,0.5799309842875013,2,5,3.699319325244155E-4,9606,Homo sapiens,"","",P05067,P01138,"R-HSA-167047;R-HSA-187045"
R-HSA-447038,"NrCAM interactions",0,7,1,4,4.813643240269564E-4,0.06143257083178233,0.5799309842875013,1,4,2.959455460195324E-4,9606,Homo sapiens,"","",P05067,Q02246,"R-HSA-445067"
R-HSA-6802955,"Paradoxical activation of RAF signaling by kinase inactive BRAF",2,54,0,16,0.0037133819282079493,0.06219347611477277,0.5799309842875013,1,7,5.179047055341817E-4,9606,Homo sapiens,"P0DP23;Q13557","",,,"R-HSA-6802941"
R-HSA-6802946,"Signaling by moderate kinase activity BRAF mutants",2,54,0,16,0.0037133819282079493,0.06219347611477277,0.5799309842875013,1,7,5.179047055341817E-4,9606,Homo sapiens,"P0DP23;Q13557","",,,"R-HSA-6802916"
R-HSA-9649948,"Signaling downstream of RAS mutants",2,54,0,16,0.0037133819282079493,0.06219347611477277,0.5799309842875013,1,7,5.179047055341817E-4,9606,Homo sapiens,"P0DP23;Q13557","",,,"R-HSA-6802924"
R-HSA-6802949,"Signaling by RAS mutants",2,54,0,16,0.0037133819282079493,0.06219347611477277,0.5799309842875013,1,9,6.658774785439479E-4,9606,Homo sapiens,"P0DP23;Q13557","",,,"R-HSA-6802924"
R-HSA-190827,"Transport of connexins along the secretory pathway",1,3,0,9,2.0629899601155274E-4,0.06682811004432543,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"P17302","",,,"R-HSA-190686"
R-HSA-190370,"FGFR1b ligand binding and activation",0,9,1,3,6.188969880346583E-4,0.06682811004432543,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"","",P05067,28815,"R-HSA-190245"
R-HSA-425986,"Sodium/Proton exchangers",1,11,0,1,7.564296520423601E-4,0.06682811004432543,0.5799309842875013,1,4,2.959455460195324E-4,9606,Homo sapiens,"P19634","",,,"R-HSA-425994"
R-HSA-6802952,"Signaling by BRAF and RAF1 fusions",2,73,0,0,0.0050199422362811165,0.06690045376292175,0.5799309842875013,1,5,3.699319325244155E-4,9606,Homo sapiens,"P0DP23;Q13557","",,,"R-HSA-6802927"
R-HSA-191650,"Regulation of gap junction activity",1,5,1,9,3.438316600192546E-4,0.07219287866268154,0.5799309842875013,4,4,2.959455460195324E-4,9606,Homo sapiens,"P17302","P17302",P17302,Q07157,"R-HSA-191654;R-HSA-191636;R-HSA-191656;R-HSA-190541"
R-HSA-190371,"FGFR3b ligand binding and activation",0,10,1,3,6.876633200385092E-4,0.07219287866268154,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"","",P05067,28815,"R-HSA-190263"
R-HSA-205017,"NFG and proNGF binds to p75NTR",0,3,1,11,2.0629899601155274E-4,0.07219287866268154,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"","",P05067,P08138,"R-HSA-193653"
R-HSA-5250971,"Toxicity of botulinum toxin type C (botC)",1,7,1,7,4.813643240269564E-4,0.07219287866268154,0.5799309842875013,2,5,3.699319325244155E-4,9606,Homo sapiens,"Q16623","Q16623",Q16623,P60880,"R-HSA-194793;R-HSA-181567"
R-HSA-1296346,"Tandem pore domain potassium channels",1,13,0,0,8.939623160500619E-4,0.07219287866268154,0.5799309842875013,1,6,4.439183190292986E-4,9606,Homo sapiens,"O14649","",,,"R-HSA-1299318"
R-HSA-187042,"TRKA activation by NGF",0,5,1,11,3.438316600192546E-4,0.07752705076342159,0.5799309842875013,2,4,2.959455460195324E-4,9606,Homo sapiens,"","",P05067,P04629,"R-HSA-166538;R-HSA-166542"
R-HSA-5682910,"LGI-ADAM interactions",1,14,0,0,9.627286480539128E-4,0.07752705076342159,0.5799309842875013,1,5,3.699319325244155E-4,9606,Homo sapiens,"Q16623","",,,"R-HSA-5682802"
R-HSA-8854518,"AURKA Activation by TPX2",2,74,0,11,0.005088708568284968,0.08168764984140409,0.5799309842875013,2,2,1.479727730097662E-4,9606,Homo sapiens,"P17612;P62258","",,,"R-HSA-8853405;R-HSA-8853419"
R-HSA-76002,"Platelet activation, signaling and aggregation",9,291,14,671,0.020011002613120617,0.08201073761076627,0.5799309842875013,35,116,0.00858242083456644,9606,Homo sapiens,"Q14643;P11021;P0DP23;P35609;P17252;P12814;P06241;Q14571;P05067","Q14643;P11021;P0DP23;P35609;P17252;P12814;P06241;Q14571;P05067",P0DP23;P62258;P49810;P0DP25;P11021;P49768;P0DP24;P06241;Q16623;Q9UKS6;P06241;P12814;Q03135;P20073;P05067;P05556,P04049;P56945;16618;P21333;Q07889;P29353;P49407;Q9Y490;18348;P43405;P18031;P32121;P52735;Q12846;P11021,"R-HSA-139842;R-HSA-443910;R-HSA-114689;R-HSA-354060;R-HSA-434637;R-HSA-139854;R-HSA-429449;R-HSA-434633;R-HSA-482772;R-HSA-430096;R-HSA-453200;R-HSA-5684801;R-HSA-351323;R-HSA-429415;R-HSA-372705;R-HSA-432096;R-HSA-139941;R-HSA-481007;R-HSA-443439;R-HSA-114600;R-HSA-437932;R-HSA-437162;R-HSA-418091;R-HSA-377643;R-HSA-2316429;R-HSA-354165;R-HSA-443831;R-HSA-354097;R-HSA-442291;R-HSA-437118;R-HSA-114553;R-HSA-453183;R-HSA-418172;R-HSA-114683;R-HSA-114684"
R-HSA-165181,"Inhibition of TSC complex formation by PKB",0,6,1,10,4.125979920231055E-4,0.08283079944629779,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"","",O00141,P49815,"R-HSA-165162"
R-HSA-209563,"Axonal growth stimulation",0,5,1,11,3.438316600192546E-4,0.08283079944629779,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"","",P05067,P08138,"R-HSA-193668"
R-HSA-2465910,"MASTL Facilitates Mitotic Progression",0,12,1,3,8.25195984046211E-4,0.08283079944629779,0.5799309842875013,1,4,2.959455460195324E-4,9606,Homo sapiens,"","",P05067,P56211,"R-HSA-2168079"
R-HSA-5250992,"Toxicity of botulinum toxin type E (botE)",0,8,1,7,5.501306560308073E-4,0.08283079944629779,0.5799309842875013,1,5,3.699319325244155E-4,9606,Homo sapiens,"","",Q16623,P60880,"R-HSA-194800"
R-HSA-111932,"CaMK IV-mediated phosphorylation of CREB",2,13,1,73,8.939623160500619E-4,0.08682182614518563,0.5799309842875013,11,13,9.618230245634804E-4,9606,Homo sapiens,"P0DP23;Q13557","P0DP23;Q13557",O00141,P16220,"R-HSA-9618834;R-HSA-442725;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-442749;R-HSA-9617583;R-HSA-9618863;R-HSA-111916;R-HSA-444792"
R-HSA-5660489,"MTF1 activates gene expression",0,6,1,10,4.125979920231055E-4,0.08810429683963006,0.5799309842875013,1,4,2.959455460195324E-4,9606,Homo sapiens,"","",P05067,Q16143,"R-HSA-5660530"
R-HSA-373753,"Nephrin family interactions",3,25,5,165,0.0017191583000962728,0.08870367329744056,0.5799309842875013,9,13,9.618230245634804E-4,9606,Homo sapiens,"P35609;P12814;P06241","P35609;P12814;P06241",Q9UKS6;Q99828;P0DP23;P0DP25;P0DP24;P06241;P05067,Q9Y5K6;P06241;O00401;P46940,"R-HSA-532603;R-HSA-373734;R-HSA-373747;R-HSA-451377;R-HSA-8981534;R-HSA-451758;R-HSA-373724;R-HSA-373727;R-HSA-451403"
R-HSA-112316,"Neuronal System",14,487,17,1194,0.03348920368587539,0.09171748455705908,0.5799309842875013,104,216,0.01598105948505475,9606,Homo sapiens,"Q14957;Q16623;P0DP23;P22460;P35609;Q13557;Q08289;Q9ULB1;O00555;O14649;P17612;Q02641;P17252;Q12791","Q14957;Q16623;P0DP23;P22460;P35609;Q13557;Q08289;Q9ULB1;O00555;O14649;P17612;Q02641;P17252;Q12791",P17612;Q13586;Q13936;P0DP23;P62258;P0DP25;P0DP24;P49768;P11532;P06241;Q16623;O60610;Q14957;P14416;P26678;P12814;O00141;P05067;O00499,P78352;Q16623;P49593;Q01959;O15554;Q9UJU6;P24588;P07196;Q9NRD5;P10636-8;P60880;Q02410;P12931;Q05586;Q6PJG9;Q14957;P16220;P11142,"R-HSA-9618834;R-HSA-888589;R-HSA-379393;R-HSA-6794338;R-HSA-6794336;R-HSA-9619355;R-HSA-6794349;R-HSA-6794348;R-HSA-6794346;R-HSA-6794345;R-HSA-9610653;R-HSA-6794344;R-HSA-6794357;R-HSA-438037;R-HSA-6794356;R-HSA-6794354;R-HSA-6794353;R-HSA-6794352;R-HSA-372505;R-HSA-9619376;R-HSA-432164;R-HSA-432162;R-HSA-8951727;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-432172;R-HSA-5336443;R-HSA-111919;R-HSA-111925;R-HSA-372529;R-HSA-111924;R-HSA-9619367;R-HSA-9617326;R-HSA-9617583;R-HSA-9618863;R-HSA-9610195;R-HSA-416320;R-HSA-8849878;R-HSA-442715;R-HSA-8849881;R-HSA-442724;R-HSA-442725;R-HSA-1299318;R-HSA-6797568;R-HSA-442732;R-HSA-9619449;R-HSA-9610750;R-HSA-9619430;R-HSA-8849906;R-HSA-374899;R-HSA-416639;R-HSA-442749;R-HSA-444792;R-HSA-9609746;R-HSA-9609747;R-HSA-9609744;R-HSA-9619478;R-HSA-9611030;R-HSA-421007;R-HSA-9610270;R-HSA-442760;R-HSA-374922;R-HSA-9609728;R-HSA-6797554;R-HSA-9609738;R-HSA-9619467;R-HSA-9609739;R-HSA-380574;R-HSA-9609737;R-HSA-9619214;R-HSA-9609742;R-HSA-9609743;R-HSA-9609740;R-HSA-9609741;R-HSA-9612085;R-HSA-9619515;R-HSA-9618750;R-HSA-1296035;R-HSA-445367;R-HSA-1296037;R-HSA-380869;R-HSA-9619542;R-HSA-9610327;R-HSA-9619783;R-HSA-451283;R-HSA-416985;R-HSA-380901;R-HSA-8855648;R-HSA-9618811;R-HSA-451311;R-HSA-1296127;R-HSA-380905;R-HSA-9617535;R-HSA-9610879;R-HSA-6797974;R-HSA-9618785;R-HSA-210420;R-HSA-210426;R-HSA-9611368;R-HSA-9614185;R-HSA-210430;R-HSA-917744"
R-HSA-3371556,"Cellular response to heat stress",4,135,3,174,0.009283454820519874,0.09269065069032734,0.5799309842875013,17,29,0.00214560520864161,9606,Homo sapiens,"P11021;Q13557;P62258;Q02790","P11021;Q13557;P62258;Q02790",P17612;P62258;P05067,Q00613;P49841,"R-HSA-5251955;R-HSA-5082409;R-HSA-5251959;R-HSA-5324632;R-HSA-4793925;R-HSA-3371586;R-HSA-3371527;R-HSA-3371591;R-HSA-5251942;R-HSA-3371435;R-HSA-5324617;R-HSA-3371531;R-HSA-5252041;R-HSA-5082391;R-HSA-5082387;R-HSA-4793911;R-HSA-5252079"
R-HSA-5658623,"FGFRL1 modulation of FGFR1 signaling",0,14,1,3,9.627286480539128E-4,0.09334771410578879,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"","",P05067,28815,"R-HSA-5654511"
R-HSA-434313,"Intracellular metabolism of fatty acids regulates insulin secretion",0,9,1,8,6.188969880346583E-4,0.09334771410578879,0.5799309842875013,1,2,1.479727730097662E-4,9606,Homo sapiens,"","",P05067,P16671,"R-HSA-434381"
R-HSA-444473,"Formyl peptide receptors bind formyl peptides and many other ligands",1,11,1,7,7.564296520423601E-4,0.09334771410578879,0.5799309842875013,1,3,2.219591595146493E-4,9606,Homo sapiens,"P05067","P05067",P05067,P25090,"R-HSA-391913"
R-HSA-190377,"FGFR2b ligand binding and activation",0,14,1,3,9.627286480539128E-4,0.09334771410578879,0.5799309842875013,1,3,2.219591595146493E-4,9606,Homo sapiens,"","",P05067,28815,"R-HSA-190260"
R-HSA-9667769,"Acetylcholine inhibits contraction of outer hair cells",1,8,0,9,5.501306560308073E-4,0.09334771410578879,0.5799309842875013,1,4,2.959455460195324E-4,9606,Homo sapiens,"Q12791","",,,"R-HSA-9667809"
R-HSA-419812,"Calcitonin-like ligand receptors",0,11,1,8,7.564296520423601E-4,0.09334771410578879,0.5799309842875013,1,4,2.959455460195324E-4,9606,Homo sapiens,"","",P23634,P01258,"R-HSA-419843"
R-HSA-4086398,"Ca2+ pathway",4,81,2,222,0.005570072892311924,0.09529133963124736,0.5799309842875013,10,27,0.0019976324356318436,9606,Homo sapiens,"Q14643;P0DP23;P17252;Q14571","Q14643;P0DP23;P17252;Q14571",P12814;P20073,18348,"R-HSA-2730872;R-HSA-169680;R-HSA-4332358;R-HSA-4332390;R-HSA-4332359;R-HSA-4420052;R-HSA-398193;R-HSA-4332363;R-HSA-4551465;R-HSA-4551451"
R-HSA-418594,"G alpha (i) signalling events",9,425,7,531,0.029225691101636638,0.09586576847983408,0.5799309842875013,39,74,0.005474992601361349,9606,Homo sapiens,"P17612;Q14643;P0DP23;P17252;Q13557;Q14571;O43603;P41180;P05067","P17612;Q14643;P0DP23;P17252;Q13557;Q14571;O43603;P41180;P05067",P17612;P35212;P12814;P20073;O00141;P05067;P06241,P35372;18348;Q00535;P25098;P17612;P12931;P28482;P62136;P16220;P13861,"R-HSA-9618834;R-HSA-167427;R-HSA-180038;R-HSA-749454;R-HSA-177284;R-HSA-111879;R-HSA-180047;R-HSA-74448;R-HSA-169683;R-HSA-169680;R-HSA-111956;R-HSA-749456;R-HSA-111898;R-HSA-9668558;R-HSA-111966;R-HSA-8964311;R-HSA-8964329;R-HSA-442725;R-HSA-111970;R-HSA-8951727;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-180073;R-HSA-112042;R-HSA-380073;R-HSA-111916;R-HSA-111919;R-HSA-111925;R-HSA-201783;R-HSA-111924;R-HSA-201787;R-HSA-177275;R-HSA-111930;R-HSA-442749;R-HSA-9617583;R-HSA-9618863;R-HSA-444792"
R-HSA-196025,"Formation of annular gap junctions",1,11,1,7,7.564296520423601E-4,0.09856122144653423,0.5799309842875013,2,2,1.479727730097662E-4,9606,Homo sapiens,"P17302","P17302",P05067,P98082,"R-HSA-196017;R-HSA-196026"
R-HSA-8866427,"VLDLR internalisation and degradation",1,12,0,6,8.25195984046211E-4,0.09856122144653423,0.5799309842875013,3,4,2.959455460195324E-4,9606,Homo sapiens,"Q8NBP7","",,,"R-HSA-8855111;R-HSA-8855131;R-HSA-8855130"
R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",1,18,0,0,0.0012377939760693166,0.09856122144653423,0.5799309842875013,1,4,2.959455460195324E-4,9606,Homo sapiens,"P17612","",,,"R-HSA-163773"
R-HSA-1839122,"Signaling by activated point mutants of FGFR1",0,15,1,3,0.0010314949800577637,0.09856122144653423,0.5799309842875013,1,4,2.959455460195324E-4,9606,Homo sapiens,"","",P05067,28815,"R-HSA-2023451"
R-HSA-5362798,"Release of Hh-Np from the secreting cell",0,8,1,10,5.501306560308073E-4,0.09856122144653423,0.5799309842875013,1,5,3.699319325244155E-4,9606,Homo sapiens,"","",P05556,P78536,"R-HSA-5362793"
R-HSA-210991,"Basigin interactions",2,26,3,68,0.0017879246321001237,0.09916066857364458,0.5799309842875013,10,10,7.39863865048831E-4,9606,Homo sapiens,"P05556;Q03135","P05556;Q03135",P05067;P49768;P05067,Q03135;P62937;28815;P35613,"R-HSA-204434;R-HSA-204465;R-HSA-204485;R-HSA-204549;R-HSA-204500;R-HSA-375133;R-HSA-375135;R-HSA-204392;R-HSA-204600;R-HSA-375131"
